codigo_cliente;regional;gerencia;subcanal;subcanal_;Gerencia_F;Cliente
10301247;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12525962;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10393537;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12549372;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11694121;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13484786;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12474298;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13402772;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11744951;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12933772;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11070137;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13870744;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10302080;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10303262;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12525500;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13107127;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11141257;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11336852;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10383524;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12745066;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12411036;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11358538;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13852711;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13173326;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12974976;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10160162;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11427960;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11745436;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13811559;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13299289;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10389971;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12214580;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12288370;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10701344;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10400166;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13831056;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13852502;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10472776;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10362216;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12272174;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11577227;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13036740;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12632798;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11605213;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10390819;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13840225;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
11251957;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10146663;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12729091;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11243389;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12728089;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12964474;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12102360;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12309132;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12859121;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11271727;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13010612;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11359210;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11578177;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11494966;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12748850;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11707598;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13052603;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10557459;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12102421;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11555575;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12412834;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
10397904;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13725352;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10383150;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10391338;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11616560;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
13218582;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10160299;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
10378211;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12604211;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12948017;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11565736;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11330876;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11060709;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13810240;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
11515355;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10478657;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12555404;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10378278;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13261548;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11277977;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10394971;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10835204;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13053947;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10395330;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11355955;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13488280;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11630394;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13490563;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12552405;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12798775;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
11658029;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13497190;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12940348;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12564267;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12250784;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11395908;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10302743;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10967924;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11301442;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
13450645;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11598051;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10555305;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10360683;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10405551;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11594708;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11604366;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10510813;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12940358;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10268894;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10380440;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10393718;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12536764;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10497743;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10812434;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10372938;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10816152;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10275024;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13355534;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13815864;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12972463;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12930410;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11515182;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10395902;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10818880;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11239317;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11553102;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
12115294;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10386559;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11305425;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10390129;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11565998;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12886367;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13509687;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12768132;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11057963;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10372744;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
13174327;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13450785;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13808103;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12185990;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12171191;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11626462;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10302629;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13017555;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11657154;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12686437;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10267537;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12532410;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10369691;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
10497764;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12819481;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13837857;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12171945;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10377634;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13810264;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10380345;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11448798;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
12494982;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13078938;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12535283;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13448751;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
13176788;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12181042;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
10380426;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10309794;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12681804;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10272512;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
12487692;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12168480;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13819030;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12779363;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10150128;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10640352;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
10306269;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12203595;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12676639;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10306810;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11616877;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12965775;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11384251;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11797104;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10389171;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13755998;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
10503246;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12284480;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10370723;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13409250;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13855006;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12894615;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11354418;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12738876;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11579881;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10392699;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13191531;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12924111;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10265745;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11289489;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12856855;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11631294;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13824750;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13753836;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13227949;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12563321;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11392861;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13199116;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11518006;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12181502;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12666408;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13486636;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13318889;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10506096;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13010871;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11356045;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11278074;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
11364701;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
12658883;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11375172;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12750677;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12926891;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12601850;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11445368;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
13753506;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10379720;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13870630;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11619644;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13221624;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10153625;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12549363;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11567274;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11190311;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10301771;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13810047;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
13176488;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
12216277;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
12902859;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
13831938;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10380063;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
11348745;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13490921;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10305249;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10511410;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12277514;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
12719374;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
10298698;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11623139;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
11506138;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11250082;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
13808889;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11791142;CO Norte;CO GC Valledupar;OOH DL Tienda Social;tiendita;#REF!;#REF!
12769850;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13186271;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11553867;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10387595;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12614044;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
11307979;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12732656;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
13031053;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12951891;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
13811273;CO Norte;CO GC Sincelejo;IH SF Licorera;tiendita;#REF!;#REF!
10311420;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
10397214;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11433561;CO Norte;CO GC Barranquilla;OOH DL Tienda Social;tiendita;#REF!;#REF!
12978171;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
12944764;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
11408025;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
11656757;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
12894417;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10368492;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
12526302;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
10408225;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12185506;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12234232;CO Norte;CO GC Sincelejo;OOH DL Tienda Social;tiendita;#REF!;#REF!
12835979;CO Norte;CO GC Santa Marta;IH SF Licorera;tiendita;#REF!;#REF!
11191881;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10504265;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11271963;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11529673;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
13177831;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
10503326;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
11308498;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
10510847;CO Norte;CO GC Barranquilla;IH SF Licorera;tiendita;#REF!;#REF!
11108453;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11792926;CO Norte;CO GC Córdoba;OOH DL Tienda Social;tiendita;#REF!;#REF!
12925323;CO Norte;CO GC Córdoba;IH SF Licorera;tiendita;#REF!;#REF!
10304730;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
13551868;CO Norte;CO GC Cúcuta;IH SF Licorera;tiendita;#REF!;#REF!
10148014;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
13396907;CO Norte;CO GC Valledupar;IH SF Licorera;tiendita;#REF!;#REF!
12862308;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
10300147;CO Norte;CO GC Cartagena;IH SF Licorera;tiendita;#REF!;#REF!
11271722;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
12420947;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11616650;CO Norte;CO GC Santa Marta;OOH DL Tienda Social;tiendita;#REF!;#REF!
11356747;CO Norte;CO GC Cartagena;OOH DL Tienda Social;tiendita;#REF!;#REF!
11594027;CO Norte;CO GC Cúcuta;OOH DL Tienda Social;tiendita;#REF!;#REF!
