Cliente;sku;brand;segment;vol_;nr_;desc_;porDesc
cte7479;9325113620;marca 3;Globales;1304,06;88890712;0;0,145
cte4822;7467544710;marca 3;Globales;1304,06;88804604;0;0,145
cte3123;2129240815;marca 8;Core;1304,06;88775187;0;0,145
cte433;3547427005;marca 2;Premium;1304,04;88687312;0;0,145
cte2507;5150977780;marca 1;Premium;1304,04;88668106;0;0,145
cte892;1400532420;marca 5;Core;1304,03;88631335;0;0,144
cte7374;3067832920;marca 6;Core;1304,03;88626025;0;0,144
cte667;8405156050;marca 9;Globales;1304,03;88611812;0;0,144
cte3236;9299613730;marca 8;Core;1304,03;88577028;0;0,144
cte3236;9299613730;marca 8;Core;1304,03;88577028;0;0,144
cte3236;9299613730;marca 8;Core;1304,03;88577028;0;0,144
cte3236;9299613730;marca 8;Core;1304,03;88577028;0;0,144
cte6049;3067832920;marca 6;Core;1304,01;88552567;0;0,144
cte663;9297652200;marca 5;Core;1304;88546068;0;0,144
cte4608;7839254645;marca 4;Globales;1303,99;88491548;0;0,144
cte8226;9297652200;marca 5;Core;1303,99;88419968;0;0,144
cte8014;2463681680;marca 5;Core;1303,99;88409764;0;0,144
cte643;7839254645;marca 4;Globales;1303,99;88397226;0;0,144
cte1803;3547427005;marca 2;Premium;1303,99;88382499;0;0,144
cte1803;3547427005;marca 2;Premium;1303,99;88382499;0;0,144
cte1803;3547427005;marca 2;Premium;1303,99;88382499;0;0,144
cte1803;3547427005;marca 2;Premium;1303,99;88382499;0;0,144
cte638;16824042810;marca 3;Globales;1303,99;88358371;0;0,143
cte195;9325113620;marca 3;Globales;1303,99;88347272;0;0,143
cte5246;3547427005;marca 2;Premium;1303,99;88271957;0;0,143
cte4458;2118452400;marca 8;Core;1303,99;88258322;0;0,143
cte892;3069794450;marca 6;Core;1303,99;88239169;0;0,143
cte2415;16825023575;marca 3;Globales;1303,99;88183512;0;0,143
cte2415;16825023575;marca 3;Globales;1303,99;88183512;0;0,143
cte2415;16825023575;marca 3;Globales;1303,98;88183512;0;0,143
cte2415;16825023575;marca 3;Globales;1303,98;88183512;0;0,143
cte346;3547427005;marca 2;Premium;1303,98;88164136;0;0,143
cte3137;3547427005;marca 2;Premium;1303,96;88116946;0;0,143
cte3724;3547427005;marca 2;Premium;1303,96;88114910;0;0,143
cte6174;3547427005;marca 2;Premium;1303,96;88013694;0;0,143
cte4768;8405156050;marca 9;Globales;1303,96;87949542;0;0,143
cte1165;2118452400;marca 8;Core;1303,96;87925534;0;0,143
cte1832;2463681680;marca 5;Core;1303,96;87889942;0;0,143
cte3702;2118452400;marca 8;Core;1303,96;87822689;0;0,143
cte2415;3547427005;marca 2;Premium;1303,96;87780669;0;0,143
cte2415;3547427005;marca 2;Premium;1303,96;87780669;0;0,143
cte2415;3547427005;marca 2;Premium;1303,96;87780669;0;0,143
cte2415;3547427005;marca 2;Premium;1303,96;87780669;0;0,143
cte1364;3067832920;marca 6;Core;1303,96;87763644;0;0,143
cte4046;1400532420;marca 5;Core;1303,96;87745624;0;0,143
cte8610;14423130090;marca 12;Globales;1303,96;87729287;0;0,142
cte6471;7836312350;marca 4;Globales;1303,96;87676422;0;0,142
cte8601;7842196940;marca 4;Globales;1303,96;87650212;0;0,142
cte4165;2129240815;marca 8;Core;1303,96;87648191;0;0,142
cte1514;7839254645;marca 4;Globales;1303,96;87632783;0;0,142
cte6561;3547427005;marca 2;Premium;1303,96;87604369;0;0,142
cte8380;16320910365;marca 15;Core;1303,96;87553976;0;0,142
cte873;7836312350;marca 4;Globales;1303,96;87541768;0;0,142
cte1733;2118452400;marca 8;Core;1303,96;87455179;0;0,142
cte6491;3514080995;marca 6;Core;1303,96;87441143;0;0,142
cte1982;15070434990;marca 11;Globales;1303,96;87423882;0;0,142
cte1982;15070434990;marca 11;Globales;1303,96;87423882;0;0,142
cte1982;15070434990;marca 11;Globales;1303,96;87423882;0;0,142
cte1982;15070434990;marca 11;Globales;1303,96;87423882;0;0,142
cte561;14426072385;marca 10;Core;1303,96;87318685;0;0,142
cte561;14426072385;marca 10;Core;1303,96;87318685;0;0,142
cte561;14426072385;marca 10;Core;1303,96;87318685;0;0,142
cte561;14426072385;marca 10;Core;1303,96;87318685;0;0,142
cte8593;15070434990;marca 11;Globales;1303,96;87288113;0;0,142
cte6857;2118452400;marca 8;Core;1303,96;87188666;0;0,142
cte5237;3067832920;marca 6;Core;1303,96;87125461;0;0,142
cte5237;3067832920;marca 6;Core;1303,96;87125461;0;0,142
cte5237;3067832920;marca 6;Core;1303,96;87125461;0;0,142
cte5237;3067832920;marca 6;Core;1303,96;87125461;0;0,141
cte6514;3547427005;marca 2;Premium;1303,96;87118278;0;0,141
cte7783;3588619135;marca 5;Core;1303,96;87103991;0;0,141
cte8003;2463681680;marca 5;Core;1303,96;87094668;0;0,141
cte7820;14365264955;marca 11;Globales;1303,96;87068821;0;0,141
cte4822;2132183110;marca 6;Core;1303,96;87005301;0;0,141
cte4409;3547427005;marca 2;Premium;1303,96;86916186;0;0,141
cte5544;9299613730;marca 8;Core;1303,96;86905763;0;0,141
cte6960;3067832920;marca 6;Core;1303,96;86746688;0;0,141
cte2507;9325113620;marca 3;Globales;1303,96;86671317;0;0,141
cte5624;3588619135;marca 5;Core;1303,96;86661529;0;0,141
cte1147;14426072385;marca 10;Core;1303,96;86659418;0;0,141
cte7689;3067832920;marca 6;Core;1303,96;86593900;0;0,141
cte1459;3067832920;marca 6;Core;1303,96;86584486;0;0,14
cte7937;3067832920;marca 6;Core;1303,96;86543171;0;0,14
cte338;3067832920;marca 6;Core;1303,96;86540008;0;0,14
cte6779;3067832920;marca 6;Core;1303,96;86540008;0;0,14
cte3412;14426072385;marca 10;Core;1303,96;86538879;0;0,14
cte1396;7837293115;marca 4;Globales;1303,96;86488167;0;0,14
cte5355;16320910365;marca 15;Core;1303,96;86447894;0;0,14
cte4991;3547427005;marca 2;Premium;1303,96;86384545;0;0,14
cte4074;2132183110;marca 6;Core;1303,96;86331588;0;0,14
cte2224;3547427005;marca 2;Premium;1303,96;86298853;0;0,14
cte5100;2132183110;marca 6;Core;1303,96;86217947;0;0,14
cte6085;9297652200;marca 5;Core;1303,96;86210446;0;0,14
cte2091;14426072385;marca 10;Core;1303,96;86165260;0;0,14
cte2091;14426072385;marca 10;Core;1303,96;86165260;0;0,14
cte2091;14426072385;marca 10;Core;1303,96;86165260;0;0,14
cte2091;14426072385;marca 10;Core;1303,96;86165260;0;0,14
cte4660;9325113620;marca 3;Globales;1303,96;86119217;0;0,14
cte5587;2463681680;marca 5;Core;1303,96;86114684;0;0,14
cte1281;3678849515;marca 1;Premium;1303,96;85975194;0;0,14
cte7065;9311382910;marca 6;Core;1303,96;85837659;0;0,14
cte5990;2463681680;marca 5;Core;1303,96;85831963;0;0,14
cte763;9325113620;marca 3;Globales;1303,96;85824575;0;0,14
cte1301;9311382910;marca 6;Core;1303,96;85820111;0;0,14
cte2702;8973999750;marca 5;Core;1303,96;85817924;0;0,14
cte3585;14426072385;marca 10;Core;1303,96;85789284;0;0,14
cte7864;1400532420;marca 5;Core;1303,96;85769138;0;0,14
cte7479;14426072385;marca 10;Core;1303,96;85706137;0;0,14
cte16;7837293115;marca 4;Globales;1303,96;85643407;0;0,14
cte16;7837293115;marca 4;Globales;1303,96;85643407;0;0,14
cte16;7837293115;marca 4;Globales;1303,96;85643407;0;0,14
cte16;7837293115;marca 4;Globales;1303,96;85643407;0;0,14
cte995;2463681680;marca 5;Core;1303,96;85631279;0;0,14
cte3076;9325113620;marca 3;Globales;1303,96;85623948;0;0,14
cte1942;14426072385;marca 10;Core;1303,94;85591845;0;0,14
cte1554;9325113620;marca 3;Globales;1303,94;85579036;0;0,14
cte1554;9325113620;marca 3;Globales;1303,94;85579036;0;0,14
cte1554;9325113620;marca 3;Globales;1303,94;85579036;0;0,14
cte1554;9325113620;marca 3;Globales;1303,93;85579036;0;0,14
cte3977;7839254645;marca 4;Globales;1303,93;85545702;0;0,139
cte1733;9311382910;marca 6;Core;1303,93;85502905;0;0,139
cte1013;2118452400;marca 8;Core;1303,93;85466275;0;0,139
cte5870;3547427005;marca 2;Premium;1303,9;85466004;0;0,139
cte583;14426072385;marca 10;Core;1303,9;85443073;0;0,139
cte5691;8405156050;marca 9;Globales;1303,9;85395380;0;0,139
cte5691;8405156050;marca 9;Globales;1303,9;85395380;0;0,139
cte5691;8405156050;marca 9;Globales;1303,9;85395380;0;0,139
cte5691;8405156050;marca 9;Globales;1303,9;85395380;0;0,139
cte6518;9325113620;marca 3;Globales;1303,9;85369882;0;0,139
cte5691;9325113620;marca 3;Globales;1303,9;85349704;0;0,139
cte5691;9325113620;marca 3;Globales;1303,9;85349704;0;0,139
cte5691;9325113620;marca 3;Globales;1303,9;85349704;0;0,139
cte5691;9325113620;marca 3;Globales;1303,9;85349704;0;0,139
cte6921;3678849515;marca 1;Premium;1303,9;85348327;0;0,138
cte5099;2463681680;marca 5;Core;1303,9;85346073;0;0,138
cte980;2463681680;marca 5;Core;1303,9;85321375;0;0,138
cte980;2463681680;marca 5;Core;1303,9;85321375;0;0,138
cte980;2463681680;marca 5;Core;1303,9;85321375;0;0,138
cte980;2463681680;marca 5;Core;1303,9;85321375;0;0,138
cte1223;3547427005;marca 2;Premium;1303,9;85291013;0;0,138
cte8357;2463681680;marca 5;Core;1303,9;85245897;0;0,138
cte7189;9311382910;marca 6;Core;1303,9;85234501;0;0,138
cte849;9311382910;marca 6;Core;1303,9;85234499;0;0,138
cte849;9311382910;marca 6;Core;1303,9;85234499;0;0,138
cte849;9311382910;marca 6;Core;1303,9;85234499;0;0,138
cte849;9311382910;marca 6;Core;1303,9;85234499;0;0,138
cte4577;14426072385;marca 10;Core;1303,9;85214539;0;0,138
cte4843;9325113620;marca 3;Globales;1303,9;85214415;0;0,138
cte1274;14426072385;marca 10;Core;1303,9;85129648;0;0,138
cte5428;7839254645;marca 4;Globales;1303,9;85106164;0;0,137
cte4990;3067832920;marca 6;Core;1303,9;85064593;0;0,137
cte780;7837293115;marca 4;Globales;1303,9;85046632;0;0,137
cte1335;2463681680;marca 5;Core;1303,9;85017687;0;0,137
cte59;3547427005;marca 2;Premium;1303,9;85005314;0;0,137
cte7798;3067832920;marca 6;Core;1303,9;84976428;0;0,137
cte2353;2463681680;marca 5;Core;1303,9;84930665;0;0,137
cte8571;7438121760;marca 8;Core;1303,9;84854550;0;0,137
cte1324;2132183110;marca 6;Core;1303,9;84792867;0;0,137
cte7659;14426072385;marca 10;Core;1303,9;84786220;0;0,137
cte3544;1400532420;marca 5;Core;1303,9;84685646;0;0,137
cte3366;3678849515;marca 1;Premium;1303,9;84622943;0;0,137
cte1695;3067832920;marca 6;Core;1303,88;84529036;0;0,137
cte3421;3067832920;marca 6;Core;1303,88;84527450;0;0,137
cte2079;9297652200;marca 5;Core;1303,88;84520043;0;0,137
cte3223;9297652200;marca 5;Core;1303,88;84520041;0;0,137
cte2848;9297652200;marca 5;Core;1303,88;84520041;0;0,137
cte8000;9297652200;marca 5;Core;1303,88;84520041;0;0,137
cte8401;9297652200;marca 5;Core;1303,88;84520041;0;0,137
cte231;14426072385;marca 10;Core;1303,88;84495928;0;0,137
cte7992;14426072385;marca 10;Core;1303,87;84495928;0;0,137
cte2148;14426072385;marca 10;Core;1303,87;84495928;0;0,137
cte1664;3067832920;marca 6;Core;1303,87;84460352;0;0,137
cte1694;2463681680;marca 5;Core;1303,87;84411553;0;0,137
cte5048;3547427005;marca 2;Premium;1303,87;84344479;0;0,137
cte7253;7467544710;marca 3;Globales;1303,87;84328241;0;0,137
cte2905;2118452400;marca 8;Core;1303,87;84246579;0;0,137
cte2905;2118452400;marca 8;Core;1303,87;84246579;0;0,137
cte2905;2118452400;marca 8;Core;1303,87;84246579;0;0,137
cte2905;2118452400;marca 8;Core;1303,87;84246579;0;0,137
cte2952;3678849515;marca 1;Premium;1303,87;84215049;0;0,137
cte1805;9311382910;marca 6;Core;1303,87;84172912;0;0,137
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte1805;9311382910;marca 6;Core;1303,86;84172912;0;0,136
cte6826;9325113620;marca 3;Globales;1303,86;84142291;0;0,136
cte2963;2129240815;marca 8;Core;1303,86;84111053;0;0,136
cte2761;9299613730;marca 8;Core;1303,86;84023836;0;0,136
cte1396;16824042810;marca 3;Globales;1303,86;84001064;0;0,136
cte3295;2463681680;marca 5;Core;1303,86;83988099;0;0,136
cte3295;2463681680;marca 5;Core;1303,86;83988099;0;0,136
cte3295;2463681680;marca 5;Core;1303,86;83988099;0;0,136
cte3295;2463681680;marca 5;Core;1303,86;83988099;0;0,136
cte5355;14426072385;marca 10;Core;1303,86;83938031;0;0,136
cte3042;9311382910;marca 6;Core;1303,86;83914702;0;0,136
cte5275;3547427005;marca 2;Premium;1303,86;83896832;0;0,136
cte1721;9299613730;marca 8;Core;1303,86;83843840;0;0,136
cte8611;14423130090;marca 12;Globales;1303,86;83830207;0;0,136
cte2991;9311382910;marca 6;Core;1303,86;83806069;0;0,136
cte2991;9311382910;marca 6;Core;1303,86;83806069;0;0,136
cte2991;9311382910;marca 6;Core;1303,86;83806069;0;0,136
cte2991;9311382910;marca 6;Core;1303,86;83806069;0;0,135
cte2775;2118452400;marca 8;Core;1303,86;83796791;0;0,135
cte4985;7839254645;marca 4;Globales;1303,86;83708423;0;0,135
cte1858;2132183110;marca 6;Core;1303,86;83661026;0;0,135
cte5828;7839254645;marca 4;Globales;1303,86;83625131;0;0,135
cte6049;2118452400;marca 8;Core;1303,86;83607709;0;0,135
cte2364;3547427005;marca 2;Premium;1303,86;83598128;0;0,135
cte7065;2463681680;marca 5;Core;1303,86;83596360;0;0,135
cte8540;16824042810;marca 3;Globales;1303,86;83582743;0;0,135
cte8584;16825023575;marca 3;Globales;1303,86;83582743;0;0,135
cte7189;2132183110;marca 6;Core;1303,86;83581126;0;0,135
cte4747;9299613730;marca 8;Core;1303,86;83563238;0;0,135
cte7820;3686695635;marca 13;Premium;1303,84;83487043;0;0,135
cte3561;3547427005;marca 2;Premium;1303,84;83471723;0;0,135
cte1469;2463681680;marca 5;Core;1303,84;83469941;0;0,135
cte2332;8973999750;marca 5;Core;1303,84;83458075;0;0,135
cte5465;3678849515;marca 1;Premium;1303,84;83429793;0;0,135
cte104;3067832920;marca 6;Core;1303,84;83406858;0;0,135
cte129;2463681680;marca 5;Core;1303,84;83399258;0;0,135
cte2852;2463681680;marca 5;Core;1303,84;83391221;0;0,135
cte1580;2463681680;marca 5;Core;1303,83;83326977;0;0,135
cte8585;14365264955;marca 11;Globales;1303,81;83294249;0;0,135
cte4852;14426072385;marca 10;Core;1303,8;83279582;0;0,135
cte1364;15477452465;marca 1;Premium;1303,8;83252962;0;0,135
cte1379;3067832920;marca 6;Core;1303,8;83199162;0;0,134
cte7645;9325113620;marca 3;Globales;1303,8;83173545;0;0,134
cte5912;2118452400;marca 8;Core;1303,8;83094784;0;0,134
cte4822;15549048310;marca 1;Premium;1303,8;83045968;0;0,134
cte4529;9325113620;marca 3;Globales;1303,8;82989893;0;0,134
cte8014;9325113620;marca 3;Globales;1303,8;82926653;0;0,134
cte3643;14365264955;marca 11;Globales;1303,8;82922687;0;0,134
cte5100;16824042810;marca 3;Globales;1303,8;82918952;0;0,134
cte105;3678849515;marca 1;Premium;1303,79;82877367;0;0,134
cte5308;8973999750;marca 5;Core;1303,79;82829878;0;0,134
cte6935;9297652200;marca 5;Core;1303,79;82829640;0;0,134
cte6931;2132183110;marca 6;Core;1303,78;82816412;0;0,134
cte3479;7839254645;marca 4;Globales;1303,78;82804723;0;0,134
cte4585;2132183110;marca 6;Core;1303,78;82801551;0;0,134
cte4585;2132183110;marca 6;Core;1303,78;82801551;0;0,134
cte4585;2132183110;marca 6;Core;1303,78;82801551;0;0,134
cte4585;2132183110;marca 6;Core;1303,78;82801551;0;0,134
cte514;13192270015;marca 10;Core;1303,77;82768964;0;0,134
cte7427;3067832920;marca 6;Core;1303,77;82762033;0;0,134
cte238;7839254645;marca 4;Globales;1303,77;82562318;0;0,134
cte8611;18814995760;marca 14;Globales;1303,77;82558355;0;0,134
cte8611;18814995760;marca 4;Globales;1303,77;82558355;0;0,134
cte4507;3547427005;marca 2;Premium;1303,77;82536019;0;0,134
cte7638;3067832920;marca 6;Core;1303,77;82514892;0;0,134
cte1142;2463681680;marca 5;Core;1303,77;82455168;0;0,134
cte3741;2132183110;marca 6;Core;1303,77;82452061;0;0,134
cte5230;9311382910;marca 6;Core;1303,77;82436636;0;0,134
cte4530;2132183110;marca 6;Core;1303,77;82426648;0;0,134
cte167;3547427005;marca 2;Premium;1303,77;82383692;0;0,134
cte8619;15070434990;marca 11;Globales;1303,77;82347276;0;0,133
cte8124;3678849515;marca 1;Premium;1303,77;82308683;0;0,133
cte2256;9299613730;marca 8;Core;1303,77;82298757;0;0,133
cte2289;7839254645;marca 4;Globales;1303,77;82242568;0;0,133
cte6299;8973999750;marca 5;Core;1303,77;82224706;0;0,133
cte461;8973999750;marca 5;Core;1303,77;82224704;0;0,133
cte3768;8973999750;marca 5;Core;1303,77;82224704;0;0,133
cte2905;8973999750;marca 5;Core;1303,76;82224704;0;0,133
cte2905;8973999750;marca 5;Core;1303,76;82224704;0;0,133
cte2905;8973999750;marca 5;Core;1303,76;82224704;0;0,133
cte2905;8973999750;marca 5;Core;1303,76;82224704;0;0,133
cte5961;7837293115;marca 4;Globales;1303,76;82223367;0;0,133
cte1858;7839254645;marca 4;Globales;1303,76;81970922;0;0,133
cte561;3678849515;marca 1;Premium;1303,76;81916532;0;0,133
cte561;3678849515;marca 1;Premium;1303,76;81916532;0;0,133
cte561;3678849515;marca 1;Premium;1303,76;81916532;0;0,133
cte561;3678849515;marca 1;Premium;1303,76;81916532;0;0,133
cte3758;1400532420;marca 5;Core;1303,76;81895693;0;0,133
cte7351;9311382910;marca 6;Core;1303,76;81891970;0;0,133
cte5100;2118452400;marca 8;Core;1303,76;81834721;0;0,133
cte2091;9325113620;marca 3;Globales;1303,76;81778657;0;0,133
cte2091;9325113620;marca 3;Globales;1303,76;81778657;0;0,133
cte2091;9325113620;marca 3;Globales;1303,76;81778657;0;0,133
cte2091;9325113620;marca 3;Globales;1303,76;81778657;0;0,133
cte6514;2463681680;marca 5;Core;1303,76;81744247;0;0,133
cte4094;3547427005;marca 2;Premium;1303,76;81721818;0;0,133
cte7195;3547427005;marca 2;Premium;1303,76;81719641;0;0,133
cte1433;8405156050;marca 9;Globales;1303,76;81688378;0;0,132
cte1433;8405156050;marca 9;Globales;1303,76;81688378;0;0,132
cte1433;8405156050;marca 9;Globales;1303,76;81688378;0;0,132
cte1433;8405156050;marca 9;Globales;1303,76;81688378;0;0,132
cte5791;2463681680;marca 5;Core;1303,76;81671737;0;0,132
cte7834;3547427005;marca 2;Premium;1303,76;81659889;0;0,132
cte6127;2132183110;marca 6;Core;1303,76;81658913;0;0,132
cte1858;8405156050;marca 9;Globales;1303,75;81612232;0;0,132
cte8591;7887312130;marca 4;Globales;1303,73;81569412;0;0,132
cte1904;8405156050;marca 9;Globales;1303,73;81568775;0;0,132
cte892;7839254645;marca 4;Globales;1303,72;81557102;0;0,132
cte415;3067832920;marca 6;Core;1303,72;81540772;0;0,132
cte3875;2463681680;marca 5;Core;1303,72;81520969;0;0,132
cte718;3067832920;marca 6;Core;1303,72;81501347;0;0,132
cte7779;2118452400;marca 8;Core;1303,72;81484108;0;0,132
cte6309;3067832920;marca 6;Core;1303,72;81471582;0;0,132
cte2670;3514080995;marca 6;Core;1303,72;81370488;0;0,132
cte5154;9325113620;marca 3;Globales;1303,72;81344488;0;0,132
cte780;7839254645;marca 4;Globales;1303,71;81326911;0;0,132
cte1817;14426072385;marca 10;Core;1303,7;81310278;0;0,132
cte4257;8973999750;marca 5;Core;1303,68;81170585;0;0,132
cte6896;2463681680;marca 5;Core;1303,68;81152318;0;0,132
cte4898;9297652200;marca 5;Core;1303,68;81139241;0;0,132
cte1590;9297652200;marca 5;Core;1303,68;81139240;0;0,132
cte1590;9297652200;marca 5;Core;1303,68;81139240;0;0,132
cte1590;9297652200;marca 5;Core;1303,66;81139240;0;0,132
cte1590;9297652200;marca 5;Core;1303,66;81139240;0;0,132
cte4181;3547427005;marca 2;Premium;1303,66;81128693;0;0,132
cte633;2463681680;marca 5;Core;1303,66;81126230;0;0,132
cte3940;7839254645;marca 4;Globales;1303,66;81116371;0;0,132
cte1030;2132183110;marca 6;Core;1303,66;81062978;0;0,132
cte8547;14426072385;marca 10;Core;1303,66;81060097;0;0,132
cte8380;3678849515;marca 1;Premium;1303,66;81023833;0;0,132
cte6806;3547427005;marca 2;Premium;1303,66;80996372;0;0,132
cte5141;2463681680;marca 5;Core;1303,66;80842414;0;0,132
cte333;2463681680;marca 5;Core;1303,66;80810512;0;0,132
cte333;2463681680;marca 5;Core;1303,66;80810512;0;0,132
cte333;2463681680;marca 5;Core;1303,66;80810512;0;0,132
cte333;2463681680;marca 5;Core;1303,66;80810512;0;0,132
cte8124;2463681680;marca 5;Core;1303,66;80768000;0;0,132
cte7758;3514080995;marca 6;Core;1303,66;80758793;0;0,132
cte3905;2463681680;marca 5;Core;1303,66;80686130;0;0,132
cte5995;7836312350;marca 4;Globales;1303,66;80662069;0;0,132
cte7100;3514080995;marca 6;Core;1303,66;80564113;0;0,132
cte3754;9325113620;marca 3;Globales;1303,66;80528986;0;0,132
cte4412;3067832920;marca 6;Core;1303,66;80519422;0;0,132
cte8436;3067832920;marca 6;Core;1303,66;80518124;0;0,132
cte3406;3067832920;marca 6;Core;1303,66;80502333;0;0,132
cte4545;3067832920;marca 6;Core;1303,66;80502333;0;0,132
cte3959;3067832920;marca 6;Core;1303,66;80502333;0;0,132
cte4994;3067832920;marca 6;Core;1303,66;80502333;0;0,131
cte4548;9325113620;marca 3;Globales;1303,66;80468171;0;0,131
cte4240;3547427005;marca 2;Premium;1303,66;80314941;0;0,131
cte4585;9299613730;marca 8;Core;1303,66;80267501;0;0,131
cte4585;9299613730;marca 8;Core;1303,66;80267501;0;0,131
cte4585;9299613730;marca 8;Core;1303,66;80267501;0;0,131
cte4585;9299613730;marca 8;Core;1303,66;80267501;0;0,131
cte3264;16320910365;marca 15;Core;1303,66;80241189;0;0,131
cte2196;2463681680;marca 5;Core;1303,64;80200311;0;0,131
cte2196;2463681680;marca 5;Core;1303,64;80200311;0;0,131
cte2196;2463681680;marca 5;Core;1303,64;80200311;0;0,131
cte2196;2463681680;marca 5;Core;1303,64;80200311;0;0,131
cte8595;18814995760;marca 14;Globales;1303,64;80145507;0;0,131
cte8595;18814995760;marca 4;Globales;1303,64;80145507;0;0,131
cte7754;3593522960;marca 8;Core;1303,64;80131859;0;0,131
cte6826;2132183110;marca 6;Core;1303,64;80092471;0;0,131
cte8152;9297652200;marca 5;Core;1303,64;79958832;0;0,131
cte1507;3588619135;marca 5;Core;1303,64;79905586;0;0,131
cte4924;3067832920;marca 6;Core;1303,64;79751253;0;0,131
cte6607;8951442155;marca 8;Core;1303,64;79729989;0;0,131
cte8023;16824042810;marca 3;Globales;1303,64;79617262;0;0,131
cte7030;2463681680;marca 5;Core;1303,64;79608126;0;0,131
cte5755;2118452400;marca 8;Core;1303,64;79598575;0;0,131
cte8593;13155000945;marca 21;Premium;1303,62;79592060;0;0,131
cte2131;9297652200;marca 5;Core;1303,62;79564954;0;0,131
cte2364;3514080995;marca 6;Core;1303,62;79560674;0;0,131
cte6471;8405156050;marca 9;Globales;1303,62;79509058;0;0,131
cte7934;9297652200;marca 5;Core;1303,62;79448838;0;0,131
cte2455;7839254645;marca 4;Globales;1303,62;79434055;0;0,131
cte5660;15070434990;marca 11;Globales;1303,62;79413706;0;0,131
cte3114;8405156050;marca 9;Globales;1303,62;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,62;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,6;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,6;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,6;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,6;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,6;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,6;79387176;0;0,131
cte3114;8405156050;marca 9;Globales;1303,6;79387176;0;0,131
cte4297;2463681680;marca 5;Core;1303,59;79376362;0;0,131
cte4240;2118452400;marca 8;Core;1303,59;79318528;0;0,131
cte7834;2463681680;marca 5;Core;1303,59;79317755;0;0,131
cte1396;2129240815;marca 8;Core;1303,58;79253012;0;0,131
cte5844;2463681680;marca 5;Core;1303,58;79222742;0;0,131
cte4268;8963211335;marca 8;Core;1303,58;79144234;0;0,131
cte7767;3067832920;marca 6;Core;1303,58;79101593;0;0,131
cte7104;14426072385;marca 10;Core;1303,56;79056983;0;0,131
cte5995;1400532420;marca 5;Core;1303,56;79049594;0;0,131
cte384;9325113620;marca 3;Globales;1303,56;79032399;0;0,131
cte7742;3067832920;marca 6;Core;1303,56;79001769;0;0,131
cte6541;9311382910;marca 6;Core;1303,56;78990488;0;0,131
cte1189;8405156050;marca 9;Globales;1303,56;78961521;0;0,131
cte2350;8973999750;marca 5;Core;1303,56;78935717;0;0,131
cte2289;8973999750;marca 5;Core;1303,56;78935716;0;0,131
cte7428;9325113620;marca 3;Globales;1303,56;78930243;0;0,131
cte1627;2118452400;marca 8;Core;1303,56;78780382;0;0,131
cte1627;2118452400;marca 8;Core;1303,56;78780382;0;0,131
cte1627;2118452400;marca 8;Core;1303,56;78780382;0;0,131
cte1627;2118452400;marca 8;Core;1303,56;78780382;0;0,131
cte4460;15549048310;marca 1;Premium;1303,56;78698423;0;0,131
cte4990;14426072385;marca 10;Core;1303,56;78690231;0;0,131
cte6047;3547427005;marca 2;Premium;1303,56;78607961;0;0,131
cte7351;9325113620;marca 3;Globales;1303,56;78591862;0;0,131
cte1160;9311382910;marca 6;Core;1303,56;78549443;0;0,131
cte884;9311382910;marca 6;Core;1303,56;78549442;0;0,131
cte4641;9311382910;marca 6;Core;1303,56;78549442;0;0,131
cte6055;9299613730;marca 8;Core;1303,56;78549441;0;0,131
cte6405;3067832920;marca 6;Core;1303,56;78489775;0;0,131
cte8142;3067832920;marca 6;Core;1303,56;78475879;0;0,131
cte8142;3067832920;marca 6;Core;1303,56;78475879;0;0,131
cte8142;3067832920;marca 6;Core;1303,56;78475879;0;0,131
cte8142;3067832920;marca 6;Core;1303,56;78475879;0;0,131
cte3813;8952422920;marca 6;Core;1303,56;78454990;0;0,131
cte178;9485959080;marca 4;Globales;1303,56;78416894;0;0,131
cte1284;2132183110;marca 6;Core;1303,56;78341994;0;0,131
cte2627;16270891350;marca 15;Core;1303,56;78295191;0;0,131
cte8561;15554932900;marca 18;Premium;1303,56;78258936;0;0,131
cte8561;15554932900;marca 18;Premium;1303,56;78258936;0;0,131
cte8561;15554932900;marca 18;Premium;1303,56;78258936;0;0,131
cte8561;15554932900;marca 18;Premium;1303,56;78258936;0;0,131
cte8561;15554932900;marca 18;Premium;1303,56;78258936;0;0,131
cte8561;15554932900;marca 18;Premium;1303,56;78258936;0;0,131
cte8561;15554932900;marca 18;Premium;1303,56;78258936;0;0,131
cte8561;15554932900;marca 18;Premium;1303,55;78258936;0;0,131
